VendorNumber,VendorName,Brand,TotalSalesQuantity,TotalSalesDollars,TotalPurchaseQuantity,TotalPurchaseDollars,FreightCost,GrossProfit,ProfitMargin
1392,CONSTELLATION BRANDS INC   ,35103,76032,782579.68,4616,30927.2,157.93129226191698,751494.5487077382,96.02786373238546
1392,CONSTELLATION BRANDS INC   ,35180,14,108.86,18,88.2,0.4503977074387942,20.209602292561204,18.564764185707517
1392,CONSTELLATION BRANDS INC   ,35365,480,14239.199999999999,162,2995.38,15.296057652018316,11228.523942347982,78.85642411334894
1392,CONSTELLATION BRANDS INC   ,35471,178738,1055162.5,11941,40002.35,204.27399923088717,1014955.8760007691,96.18953251283752
1392,CONSTELLATION BRANDS INC   ,35472,3274822,32885000.78,47207,277577.16,1417.4616383375437,32606006.158361662,99.15160524548925
1392,CONSTELLATION BRANDS INC   ,36653,616,4477.84,142,548.12,2.7990021700833547,3926.920997829917,87.69676892943734
1392,CONSTELLATION BRANDS INC   ,36766,30,535.6999999999999,8,87.6,0.4473337774562174,447.6526662225437,83.56405940312558
1392,CONSTELLATION BRANDS INC   ,37194,544,4724.56,203,1118.53,5.711829339019438,3600.318170660981,76.20430623509873
1392,CONSTELLATION BRANDS INC   ,37792,111015,905842.85,8813,40804.19,208.36863525960288,864830.2913647403,95.47244219731273
1392,CONSTELLATION BRANDS INC   ,37793,3,28.97,24,146.88,0.7500500597348083,-118.6600500597348,-409.59630673018574
1392,CONSTELLATION BRANDS INC   ,37794,2336,20315.64,479,2486.01,12.694934293309714,17816.935065706686,87.70058470078564
1392,CONSTELLATION BRANDS INC   ,38178,44829,281539.71,4619,19076.47,97.41494732454575,262365.82505267544,93.18963390730048
1392,CONSTELLATION BRANDS INC   ,38179,36031,225595.69,3770,15570.1,79.50949370286587,209946.08050629712,93.06298383018625
1392,CONSTELLATION BRANDS INC   ,38180,26723,168350.77,3175,12604.75,64.36678574647553,155681.6532142535,92.4745715236429
1392,CONSTELLATION BRANDS INC   ,38181,83384,530694.16,6326,25114.22,128.24701941171784,505451.69298058836,95.24350013208895
1392,CONSTELLATION BRANDS INC   ,38348,47935,676718.65,3056,28298.56,144.50801074624903,648275.5819892538,95.79691382663293
1392,CONSTELLATION BRANDS INC   ,38406,15033,378994.67,1177,18455.36,94.24321807208193,360445.0667819279,95.10557675703669
1392,CONSTELLATION BRANDS INC   ,38441,59957,671205.43,5065,33935.5,173.2933265395601,637096.6366734605,94.91827810056013
1392,CONSTELLATION BRANDS INC   ,38502,436310,3237928.9,17705,80911.85,413.18040526793203,3156603.869594732,97.48836268748
1392,CONSTELLATION BRANDS INC   ,38546,4475825,43065303.25,70531,356886.86,1822.4605845695,42706593.929415435,99.16705725139747
1392,CONSTELLATION BRANDS INC   ,38731,3237,34131.63,463,3166.92,16.172035234037033,30948.53796476596,90.67406966724403
1392,CONSTELLATION BRANDS INC   ,38850,392137,2954656.83,19075,88698.75,452.9445992368112,2865505.1354007632,96.98267177108222
1392,CONSTELLATION BRANDS INC   ,38859,4391,246486.09,683,22170.18,113.21313203520869,224202.69686796478,90.95957377065976
1392,CONSTELLATION BRANDS INC   ,39234,727,15121.73,175,2348.5,11.992732606802814,12761.237267393197,84.39006163575992
1392,CONSTELLATION BRANDS INC   ,39598,102927,813893.73,3375,16064.999999999998,82.03672528349465,797746.6932747165,98.01607554769053
1392,CONSTELLATION BRANDS INC   ,39599,94950,749963.5,3528,15911.279999999999,81.25174642195847,733970.9682535781,97.86755865499829
1392,CONSTELLATION BRANDS INC   ,39600,22025,174326.75,1349,6124.46,31.274861035154167,168171.01513896487,96.46885239297175
1392,CONSTELLATION BRANDS INC   ,39601,623,4932.7699999999995,141,661.29,3.3769104302970545,4268.103089569702,86.52548344175185
1392,CONSTELLATION BRANDS INC   ,39650,12,191.88,12,156.84,0.8009112974455838,34.23908870255441,17.844011206250997
1392,CONSTELLATION BRANDS INC   ,39665,65,512.85,60,303.6,1.5503485711838767,207.6996514288161,40.499103330177654
1392,CONSTELLATION BRANDS INC   ,39708,115422,966222.21,8426,39770.72,203.0911690611134,926248.3988309389,95.86287597662849
1392,CONSTELLATION BRANDS INC   ,39716,13150,110815.3,1763,9520.2,48.61537703354659,101246.48462296645,91.36507740624847
1392,CONSTELLATION BRANDS INC   ,39717,65008,613217.92,5356,26244.4,134.018340057899,586839.5016599421,95.69836146666132
1392,CONSTELLATION BRANDS INC   ,39798,25448,201523.52,1436,6734.84,34.39179700642958,194754.28820299357,96.64097183445068
1392,CONSTELLATION BRANDS INC   ,40096,1284327,23450540.73,24452,257235.03999999998,1313.5835860422508,23191992.10641396,98.89747265718576
1392,CONSTELLATION BRANDS INC   ,40097,1209979,21991847.21,23567,249574.53,1274.4648089242016,21740998.215191074,98.85935459439322
1392,CONSTELLATION BRANDS INC   ,40098,536069,9885791.31,15341,159239.58000000002,813.1648726249033,9725738.565127376,98.380981958311
1392,CONSTELLATION BRANDS INC   ,40116,94,751.0600000000001,35,189.00000000000003,0.965137944511702,561.0948620554883,74.70706229269143
1392,CONSTELLATION BRANDS INC   ,40193,401464,3668645.86,21905,105801.15000000001,540.2788594601813,3562304.4311405397,97.10134384954071
1392,CONSTELLATION BRANDS INC   ,40246,1220,6697.8,168,598.0799999999999,3.054125406632585,6096.665874593367,91.0249018273667
1392,CONSTELLATION BRANDS INC   ,40483,9466,145947.34,1042,10628.4,54.27445571136599,135264.66554428864,92.68045963995552
1392,CONSTELLATION BRANDS INC   ,40513,104,1860.9599999999998,98,1144.6399999999999,5.84516135876124,710.4748386412386,38.17786726427428
1392,CONSTELLATION BRANDS INC   ,40926,10468,52235.32,941,3086.48,15.761264354372898,49133.07873564562,94.06102754926287
1392,CONSTELLATION BRANDS INC   ,41141,94,2443.06,48,810.24,4.137531048471753,1628.682468951528,66.6656761991735
1392,CONSTELLATION BRANDS INC   ,41169,6,23.94,33,88.44000000000001,0.451623279431825,-64.95162327943184,-271.31003876120235
1392,CONSTELLATION BRANDS INC   ,41170,16560,66074.40000000001,2000,5320.0,27.16684584551457,60727.23315415449,91.90735467012108
1392,CONSTELLATION BRANDS INC   ,41171,2295,9157.050000000001,432,1149.1200000000001,5.868038702631148,8002.06196129737,87.38689819644283
1392,CONSTELLATION BRANDS INC   ,41172,56,223.44,57,153.90000000000003,0.7858980405309575,68.75410195946901,30.770722323428664
1392,CONSTELLATION BRANDS INC   ,41546,233784,1990254.16,12643,69662.93000000001,355.7372331685851,1920235.4927668313,96.48192333218543
1392,CONSTELLATION BRANDS INC   ,41751,372355,3531363.45,18344,113732.8,580.7822265373571,3417049.867773463,96.76290521083189
1392,CONSTELLATION BRANDS INC   ,41862,29,197.70999999999998,72,295.2,1.507453551427801,-98.99745355142781,-50.072051768462806
1392,CONSTELLATION BRANDS INC   ,42212,12479,79481.21,1599,6507.93,33.23306975251873,72940.04693024748,91.77017678800748
1392,CONSTELLATION BRANDS INC   ,42275,5756,115062.43999999999,458,5908.200000000001,30.170518538434063,109124.06948146156,94.83900174675729
1392,CONSTELLATION BRANDS INC   ,42350,92243,1648737.5699999998,6387,68532.51,349.96468695041085,1579855.0953130494,95.82210802129349
1392,CONSTELLATION BRANDS INC   ,42392,114,454.86,75,192.74999999999997,0.9842875069028069,261.1257124930972,57.40793046060264
1392,CONSTELLATION BRANDS INC   ,42413,223987,2267227.13,8670,50632.799999999996,258.5589233696936,2216335.7710766303,97.75534800858838
1392,CONSTELLATION BRANDS INC   ,42601,1596,15564.04,488,2849.92,14.553258893242273,12699.566741106759,81.59556735337841
1392,CONSTELLATION BRANDS INC   ,42602,2416,23443.84,506,2975.28,15.193415997601992,20453.3665840024,87.24409731512586
1392,CONSTELLATION BRANDS INC   ,42603,1932,18780.68,509,3048.91,15.569411271963878,15716.200588728036,83.68280908214204
1392,CONSTELLATION BRANDS INC   ,43673,6534,57293.66,638,3489.86,17.8211444816593,53785.97885551834,93.87771501335111
1392,CONSTELLATION BRANDS INC   ,43808,58540,345586.24,6139,20258.699999999997,103.4520638967154,325224.0879361033,94.10793900130494
1392,CONSTELLATION BRANDS INC   ,43809,1527019,15241980.81,29380,171579.19999999998,876.1777587775777,15069525.432241224,98.86855009261242
1392,CONSTELLATION BRANDS INC   ,43832,3001,29116.99,548,3178.3999999999996,16.230658427703666,25922.3593415723,89.02829358931778
1392,CONSTELLATION BRANDS INC   ,44208,807066,14610841.34,18622,203910.89999999997,1041.28120047371,14405889.158799525,98.59725955247094
1392,CONSTELLATION BRANDS INC   ,44217,9415,154901.85,1342,14694.899999999998,75.04024116828045,140131.90975883172,90.46496846798907
1392,CONSTELLATION BRANDS INC   ,44452,21869,240880.31,2603,16893.47,86.26734873793704,223900.57265126205,92.9509650046789
1392,CONSTELLATION BRANDS INC   ,44818,1390,14344.1,431,2814.43,14.372027434772852,11515.297972565228,80.27898559383459
1392,CONSTELLATION BRANDS INC   ,44992,30,3677.7,39,2634.84,13.454942125487898,1029.4050578745118,27.99045756517693
1392,CONSTELLATION BRANDS INC   ,45457,13671,117339.29000000001,1439,7468.41,38.13780886862772,109832.74219113137,93.60269879861329
1392,CONSTELLATION BRANDS INC   ,45921,15613,148438.37,1207,6191.91,31.619297830695512,142214.84070216928,95.8073311517563
1392,CONSTELLATION BRANDS INC   ,46093,46798,524662.02,4072,26590.16,135.7839807758586,497936.0760192242,94.90606467363963
1392,CONSTELLATION BRANDS INC   ,46446,295,1177.05,71,195.25,0.9970538818302106,980.8029461181698,83.32721176824857
1392,CONSTELLATION BRANDS INC   ,46568,65559,668692.41,3465,20893.95,106.69599976576865,647691.7640002343,96.85944603442326
1392,CONSTELLATION BRANDS INC   ,46628,11106,161537.94,1410,13606.500000000002,69.4822721798861,147861.95772782012,91.53388840282358
1392,CONSTELLATION BRANDS INC   ,47027,14779,118823.21,1187,6279.2300000000005,32.06520177415987,112511.91479822584,94.68849966115697
1439,CAPSTONE INTERNATIONAL     ,2213,4,75.96,4,54.64,0.27,21.049999999999994,27.711953659820956
1485,CASTLE BRANDS CORP.        ,930,476,709.24,238,271.31999999999994,1.3728642421017356,436.54713575789833,61.55139808215814
1485,CASTLE BRANDS CORP.        ,1000,23,394.77,15,174.29999999999998,0.8819483908238707,219.58805160917612,55.62430063307144
1485,CASTLE BRANDS CORP.        ,1269,498737,13148549.629999999,18458,352732.38,1784.806396629226,12794032.443603368,97.30375443396618
1485,CASTLE BRANDS CORP.        ,1271,36983,1857370.1700000002,2774,104274.66,527.6240309277466,1752567.8859690726,94.35749072943669
1485,CASTLE BRANDS CORP.        ,1498,149,14898.51,127,10078.72,50.99776755917591,4768.792232440825,32.00851784803195
1485,CASTLE BRANDS CORP.        ,1788,113,4518.87,56,1634.64,8.271188282136157,2875.9588117178632,63.64331816843289
1485,CASTLE BRANDS CORP.        ,1835,31721,1033653.79,2942,57957.399999999994,293.2612488028422,975403.1287511971,94.3645868846664
1485,CASTLE BRANDS CORP.        ,2086,273,21837.27,82,4823.24,24.405328494304797,16989.624671505695,77.8010468868393
1485,CASTLE BRANDS CORP.        ,2595,43189,739730.11,2722,33480.600000000006,169.40999021123173,706080.1000097888,95.4510422740246
1485,CASTLE BRANDS CORP.        ,2867,146,11678.539999999999,312,19347.12,97.89536059137305,-7766.475360591373,-66.50210865905647
1485,CASTLE BRANDS CORP.        ,3134,484,48395.159999999996,338,24849.76,125.73841563028908,23419.661584369707,48.392569803198725
1485,CASTLE BRANDS CORP.        ,3667,183634,3322841.6599999997,7467,98041.71,496.0856475508927,3224303.864352449,97.03453231510433
1485,CASTLE BRANDS CORP.        ,4052,10,649.9,10,464.20000000000005,2.348826408608381,183.35117359139156,28.212213200706504
1485,CASTLE BRANDS CORP.        ,4062,143992,1180344.08,5565,32443.950000000004,164.1645983618481,1147735.9654016383,97.23740601144357
1485,CASTLE BRANDS CORP.        ,4224,383162,6217895.38,13009,148822.96,753.0359729755896,6068319.384027025,97.59442726466435
1485,CASTLE BRANDS CORP.        ,4225,1157318,29972846.82,20089,369034.93,1867.2964008680422,29601944.593599133,98.76253921214659
1485,CASTLE BRANDS CORP.        ,4276,9320,236699.8,1409,33590.56,169.9663817491261,202939.27361825085,85.73698567478759
1485,CASTLE BRANDS CORP.        ,4294,100495,1626704.05,6970,81618.70000000001,412.98612235304796,1544672.363877647,94.95718436784166
1485,CASTLE BRANDS CORP.        ,4639,1333,106626.67,260,15293.2,77.38274888438107,91256.08725111562,85.58467337591583
1485,CASTLE BRANDS CORP.        ,5147,54766,706681.34,4384,41384.96,209.4056160430881,665086.9743839569,94.114127080808
1485,CASTLE BRANDS CORP.        ,5505,396676,7532877.239999999,10714,155353.0,786.0776153738427,7376738.1623846255,97.92723188443499
1485,CASTLE BRANDS CORP.        ,5645,12,299.88,12,225.48,1.140916369265441,73.25908363073457,24.429466330110234
1485,CASTLE BRANDS CORP.        ,8100,68,2579.32,23,661.7099999999999,3.3482161198626703,1914.2617838801375,74.21575391499067
1485,CASTLE BRANDS CORP.        ,8485,82090,1496198.0999999999,3947,52218.81,264.2242997718729,1443715.0657002279,96.49224027889275
1485,CASTLE BRANDS CORP.        ,8508,31,681.6899999999999,14,224.70000000000002,1.1369696122669177,455.853030387733,66.87101620791461
1485,CASTLE BRANDS CORP.        ,8520,80739,1379659.6099999999,3283,40380.9,204.32512779701457,1339074.384872203,97.05831606335154
1587,VINEYARD BRANDS INC        ,7302,283143,3200159.53,13777,88448.34,444.7709510650159,3111266.4190489347,97.2222287633559
1587,VINEYARD BRANDS INC        ,8016,380417,2747077.33,16210,77645.90000000001,390.4498466483274,2669040.980153352,97.15929548125797
1587,VINEYARD BRANDS INC        ,8018,567012,4093110.38,19854,91328.4,459.25360868554685,4001322.7263913145,97.75750846942258
1587,VINEYARD BRANDS INC        ,13497,357500,4209081.0,10986,74704.8,375.6602435401479,4134000.53975646,98.21622676675645
1587,VINEYARD BRANDS INC        ,13498,23112,184703.88,2144,9926.720000000001,49.9174625024745,174727.24253749754,94.59857721315737
1587,VINEYARD BRANDS INC        ,13791,101,3028.99,25,493.25,2.4803548784840856,2533.259645121516,83.63380681750405
1587,VINEYARD BRANDS INC        ,13792,41599,374229.01,3080,18972.8,95.4065423993976,355160.80345760065,94.90466905748451
1587,VINEYARD BRANDS INC        ,13895,7046,116617.54,1121,11512.67,57.89256401191562,105046.97743598808,90.07819701563596
1587,VINEYARD BRANDS INC        ,15056,604,6818.96,265,1730.45,8.70173360258041,5079.80826639742,74.49535217096772
1587,VINEYARD BRANDS INC        ,15057,6882,69817.18000000001,798,5426.4,27.28717225059512,64363.49282774941,92.18861722537261
1587,VINEYARD BRANDS INC        ,15058,683,6978.17,181,1076.95,5.4155462471027604,5895.804453752898,84.48926371459706
1587,VINEYARD BRANDS INC        ,15059,4727,48402.73,581,3602.2000000000003,18.11400779173923,44782.41599220827,92.5204342651918
1587,VINEYARD BRANDS INC        ,16703,13647,145608.53,1567,10232.51,51.45515681223962,135324.56484318775,92.9372508898948
1587,VINEYARD BRANDS INC        ,16795,12,3479.88,13,2464.02,12.390560623785824,1003.4694393762143,28.836323073675363
1587,VINEYARD BRANDS INC        ,16796,20,699.8000000000001,5,120.64999999999999,0.6067000833027977,578.5432999166973,82.67266360627282
1587,VINEYARD BRANDS INC        ,17024,2155,27864.45,530,4621.6,23.240158350536344,23219.60984164946,83.33058733134679
1587,VINEYARD BRANDS INC        ,18595,12,599.88,12,387.0,1.9460665747052026,210.93393342529478,35.16268810850416
1587,VINEYARD BRANDS INC        ,19224,316366,6355370.34,8457,107742.18,541.7918738601327,6247086.36812614,98.29618155857365
1587,VINEYARD BRANDS INC        ,19321,48,431.52,48,278.4,1.3999610707956804,151.72003892920432,35.15944543224053
1587,VINEYARD BRANDS INC        ,19497,1075,11814.25,180,1285.1999999999998,6.462751322509369,10522.58724867749,89.06690859493824
1587,VINEYARD BRANDS INC        ,19782,7069,180214.31,1177,19349.88,97.3027253037641,160767.12727469622,89.20885765103571
1587,VINEYARD BRANDS INC        ,19785,6,239.94,6,155.82,0.7835557975983584,83.33644420240165,34.73220146803436
1587,VINEYARD BRANDS INC        ,19786,16,1199.84,8,402.64,2.0247138130214544,795.1752861869785,66.2734436414004
1587,VINEYARD BRANDS INC        ,19934,111402,1120356.98,6464,43308.8,217.78244979481315,1076830.3975502052,96.11493629023539
1587,VINEYARD BRANDS INC        ,19949,85,2969.15,90,1848.6,9.295862196382526,1111.2541378036176,37.426675573939264
1587,VINEYARD BRANDS INC        ,19951,16,1055.84,10,428.5,2.154753300416484,625.1852466995834,59.21211989502041
1587,VINEYARD BRANDS INC        ,20576,16,431.84,6,111.66,0.5614930070583538,319.6185069929416,74.01317779569786
1587,VINEYARD BRANDS INC        ,20903,121,2297.79,58,734.2800000000001,3.6923973242236077,1559.8176026757762,67.8833837154734
1587,VINEYARD BRANDS INC        ,21338,1125,22488.75,736,9553.28,48.03958368682098,12887.430416313178,57.306121577736334
1587,VINEYARD BRANDS INC        ,21965,38766,329411.18,4578,21470.82,107.96807528039265,307832.3919247196,93.44928484962765
1587,VINEYARD BRANDS INC        ,21977,58,3827.42,15,678.0000000000001,3.4093879525843094,3146.0106120474156,82.19663930395451
1587,VINEYARD BRANDS INC        ,21979,285,4842.15,78,907.9200000000001,4.56556269898281,3929.6644373010167,81.1553635740532
1587,VINEYARD BRANDS INC        ,21980,5,329.95,2,89.18,0.44845017346824284,240.32154982653174,72.83574778800781
1587,VINEYARD BRANDS INC        ,21981,252,10077.48,201,5219.969999999999,26.249119219545,4831.260880780455,47.9411606947417
1587,VINEYARD BRANDS INC        ,21983,305,5486.95,74,864.3199999999999,4.346315922090958,4618.283684077909,84.16850315891176
1587,VINEYARD BRANDS INC        ,22289,37474,500807.26,2563,22656.92,113.93249275909508,478036.40750724095,95.45317044869536
1587,VINEYARD BRANDS INC        ,23068,4,239.96,30,1184.1,5.954360287101887,-950.0943602871017,-395.9386398929412
1587,VINEYARD BRANDS INC        ,23069,76,1899.24,46,766.36,3.853714677496329,1129.0262853225038,59.44621455542764
1587,VINEYARD BRANDS INC        ,23524,1,11.99,24,190.56,0.9582492156998021,-179.5282492156998,-1497.3165072201818
1587,VINEYARD BRANDS INC        ,23525,20,499.79999999999995,24,408.0,2.0516670865109115,89.74833291348904,17.956849322426777
1587,VINEYARD BRANDS INC        ,23848,122086,2006735.14,5931,63639.63,320.0179761488539,1942775.4920238513,96.81275088569244
1587,VINEYARD BRANDS INC        ,24634,57093,974799.07,5030,51658.1,259.76770471002277,922881.20229529,94.67399289735576
1587,VINEYARD BRANDS INC        ,25295,37940,379020.6,3956,27256.84,137.06363115268155,351626.6963688473,92.77244993249636
1587,VINEYARD BRANDS INC        ,25870,38391,268355.09,5168,24392.96,122.66233621219901,243839.46766378783,90.86448394319176
1587,VINEYARD BRANDS INC        ,26236,64347,548625.5700000001,6600,31416.0,157.97836566134018,517051.5916343387,94.24489486232635
1587,VINEYARD BRANDS INC        ,26756,240,3117.6,60,513.0,2.5796696455394548,2602.0203303544604,83.46228927233963
